"CountryCode","SeriesCode","DESCRIPTION",
"CHN","SP.POP.AG00.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG01.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG01.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG02.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG02.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG03.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG03.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG04.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG04.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG05.FE.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.AG05.MA.IN","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.BRTH.MF","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.TOTL","Data source: National Bureau of Statistics",
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CIV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. Estimates were derived from data on the foreign-born population.",
"CIV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CIV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CIV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CMR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"CMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"COD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"COG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"COL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects, DHS 2010",
"COL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"COM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"COM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"COM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"COM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"COM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"COM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"COM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CPV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"CPV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CPV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CPV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CRI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"CRI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CRI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CRI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CUB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"CUB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CUB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CUB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CUW","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"CUW","SP.DYN.CBRT.IN","Data source: Central bureau of Statistics",
"CUW","SP.DYN.CDRT.IN","Data source: Central bureau of Statistics",
"CUW","SP.DYN.LE00.FE.IN","Data source: Central bureau of Statistics",
"CUW","SP.DYN.LE00.MA.IN","Data source: Central bureau of Statistics",
"CUW","SP.DYN.TFRT.IN","Data source: Central bureau of Statistics",
"CUW","SP.POP.TOTL","Data source: Central bureau of Statistics",
"CYM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"CYM","SP.DYN.CBRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.CDRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.LE00.FE.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.DYN.LE00.MA.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands",
"CYM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CYP","NY.GDP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GDP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","NY.GNP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus.",
"CYP","SG.POP.MIGR.FE.ZS","Including Northern-Cyprus. Estimates were derived from data on the foreign-born population.",
"CYP","SL.EMP.1524.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.1524.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.SMGT.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.TOTL.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.UNDR.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.EMP.UNDR.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ACTI.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ACTI.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.CACT.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.CACT.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.TLF.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.NEET.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.NEET.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SL.UEM.TOTL.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only.",
"CYP","SP.ADO.TFRT","Including Northern-Cyprus.",
"CYP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CYP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CYP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CYP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CYP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CYP","SP.POP.0014.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.1564.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.65UP.TO.ZS","Including Northern-Cyprus.",
"CYP","SP.POP.AG00.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG00.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG01.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG01.MA.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG02.FE.IN","Including Northern-Cyprus.",
"CYP","SP.POP.AG02.MA.IN","Including Northern-Cyprus.",
